ID,Check-in,Check-out,Noches,Adultos,Niños,Habitación,Tipo,Habitación_ID,Precio,Moneda,Fuente,URL_Airbnb,Teléfono
29663,"2025-11-02","2025-11-06",4,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HM3DTAX2H9","7443"
29665,"2025-11-07","2025-11-09",2,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMQ3PD9AF9","5552"
29667,"2025-11-11","2025-11-18",7,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMQQT5ZW2Y","1307"
29669,"2025-11-22","2025-11-28",6,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HM2THXDX94","3255"
29671,"2025-12-02","2025-12-05",3,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HM4BFBEJRK","4568"
29673,"2025-12-07","2025-12-15",8,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMBC24XBYE","9008"
29675,"2025-12-25","2025-12-28",3,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMZJ8BFBQA","5564"
29677,"2025-12-30","2026-01-05",5,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMFEWYMHXH","2686"
29679,"2026-02-21","2026-02-26",5,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HM43JNW22C","7172"
29681,"2026-03-15","2026-03-20",5,2,1,"N/A","N/A",319,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMXJSSY5EA","2038"
29685,"2026-07-15","2026-10-19",34,2,1,"N/A","N/A",319,0,"COP","Airbnb","",""
29585,"2026-01-02","2026-01-05",3,2,1,"N/A","N/A",322,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMEHF83KS9","4623"
29583,"2026-03-09","2026-03-19",10,2,1,"N/A","N/A",322,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMEJJCQZ2N","1829"
29517,"2025-12-02","2025-12-09",7,3,0,"N/A","N/A",316,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMHHH8PWM9","5093"
29491,"2026-01-23","2026-01-25",2,2,0,"N/A","N/A",12400,0,"COP","Airbnb","",""
29489,"2026-01-23","2026-01-25",2,4,3,"N/A","N/A",309,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMHKXSWAZJ","9082"
29485,"2025-12-19","2025-12-23",4,3,0,"N/A","N/A",316,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMAT8PF3ZM","8237"
29483,"2025-11-12","2025-11-20",8,4,3,"N/A","N/A",309,0,"COP","Airbnb","",""
29481,"2025-11-12","2025-11-20",8,2,0,"N/A","N/A",12400,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMEEQWZKYB","9344"
29475,"2025-11-06","2025-11-11",5,3,0,"N/A","N/A",316,0,"COP","Airbnb","",""
29425,"2026-01-04","2026-01-07",3,2,0,"N/A","N/A",12400,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMMTJ258AW","4026"
29423,"2026-01-04","2026-01-07",3,4,3,"N/A","N/A",309,0,"COP","Airbnb","",""
29401,"2025-10-21","2025-10-28",7,4,3,"N/A","N/A",309,0,"COP","Airbnb","https://www.airbnb.com/hosting/reservations/details/HMTM9NXJZT","1205"
